,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Miami Heat vs Los Angeles Clippers,Miami Heat,Los Angeles Clippers,200.5889275,-7.299412239,97,105
Miami Heat vs Minnesota Timberwolves,Miami Heat,Minnesota Timberwolves,200.3169207,1.80618497,101,100
Miami Heat vs Orlando Magic,Miami Heat,Orlando Magic,195.6686591,1.601290746,99,98
Miami Heat vs Chicago Bulls,Miami Heat,Chicago Bulls,194.9044072,-3.090373144,96,99
Miami Heat vs Milwaukee Bucks,Miami Heat,Milwaukee Bucks,194.114465,-1.319141089,97,98
Miami Heat vs Atlanta Hawks,Miami Heat,Atlanta Hawks,195.1242684,-5.207291821,95,101
Miami Heat vs Detroit Pistons,Miami Heat,Detroit Pistons,194.1869572,-2.142994818,96,98
Miami Heat vs Golden State Warriors,Miami Heat,Golden State Warriors,207.159033,-12.77427822,97,110
Miami Heat vs Houston Rockets,Miami Heat,Houston Rockets,206.1236467,-5.307289121,101,107
Miami Heat vs Oklahoma City Thunder,Miami Heat,Oklahoma City Thunder,202.8921314,-6.484095824,99,105
Miami Heat vs Philadelphia 76ers,Miami Heat,Philadelphia 76ers,195.0882771,5.500846898,101,95
Miami Heat vs Washington Wizards,Miami Heat,Washington Wizards,198.9792696,-3.692222879,98,102
Miami Heat vs Brooklyn Nets,Miami Heat,Brooklyn Nets,199.6349511,3.110314799,102,98
New York Knicks vs Los Angeles Lakers,New York Knicks,Los Angeles Lakers,204.6174359,-0.212867606,103,103
New York Knicks vs New Orleans Pelicans,New York Knicks,New Orleans Pelicans,201.996123,-6.298677043,98,104
New York Knicks vs San Antonio Spurs,New York Knicks,San Antonio Spurs,196.8051249,-16.19877859,90,107
New York Knicks vs Boston Celtics,New York Knicks,Boston Celtics,203.7940938,-9.727042051,98,107
New York Knicks vs Charlotte Hornets,New York Knicks,Charlotte Hornets,197.4438491,-7.942650403,96,104
New York Knicks vs Denver Nuggets,New York Knicks,Denver Nuggets,208.1766423,-6.01755435,102,108
New York Knicks vs Indiana Pacers,New York Knicks,Indiana Pacers,198.0035023,-8.535203537,95,104
New York Knicks vs Memphis Grizzlies,New York Knicks,Memphis Grizzlies,194.2571668,-8.263534984,93,102
New York Knicks vs Miami Heat,New York Knicks,Miami Heat,194.2678606,-8.220047726,94,102
New York Knicks vs Phoenix Suns,New York Knicks,Phoenix Suns,207.6467311,-3.756605339,103,107
New York Knicks vs Portland Trail Blazers,New York Knicks,Portland Trail Blazers,205.5358968,-9.175668946,99,108
New York Knicks vs Sacramento Kings,New York Knicks,Sacramento Kings,207.1173546,-4.831195016,102,107
New York Knicks vs Toronto Raptors,New York Knicks,Toronto Raptors,200.5376898,-11.10904892,95,106
New York Knicks vs Utah Jazz,New York Knicks,Utah Jazz,189.993294,-9.941837043,91,101
New York Knicks vs Cleveland Cavaliers,New York Knicks,Cleveland Cavaliers,202.0637671,-13.1321512,95,108
New York Knicks vs Dallas Mavericks,New York Knicks,Dallas Mavericks,200.7503288,-7.84745426,97,105
New York Knicks vs Los Angeles Clippers,New York Knicks,Los Angeles Clippers,204.5292849,-12.67840393,96,109
New York Knicks vs Minnesota Timberwolves,New York Knicks,Minnesota Timberwolves,204.2572781,-3.572806721,101,104
New York Knicks vs Orlando Magic,New York Knicks,Orlando Magic,199.6090166,-3.777700945,98,102
New York Knicks vs Chicago Bulls,New York Knicks,Chicago Bulls,198.8447647,-8.469364835,96,104
New York Knicks vs Milwaukee Bucks,New York Knicks,Milwaukee Bucks,198.0548224,-6.698132781,96,103
New York Knicks vs Atlanta Hawks,New York Knicks,Atlanta Hawks,199.0646258,-10.58628351,95,105
New York Knicks vs Detroit Pistons,New York Knicks,Detroit Pistons,198.1273146,-7.521986509,95,103
New York Knicks vs Golden State Warriors,New York Knicks,Golden State Warriors,211.0993905,-18.15326991,97,116
New York Knicks vs Houston Rockets,New York Knicks,Houston Rockets,210.0640041,-10.68628081,100,111
New York Knicks vs Oklahoma City Thunder,New York Knicks,Oklahoma City Thunder,206.8324888,-11.86308751,99,111
New York Knicks vs Philadelphia 76ers,New York Knicks,Philadelphia 76ers,199.0286345,0.121855207,100,100
New York Knicks vs Washington Wizards,New York Knicks,Washington Wizards,202.919627,-9.07121457,98,107
New York Knicks vs Brooklyn Nets,New York Knicks,Brooklyn Nets,203.5753086,-2.268676892,101,103
Phoenix Suns vs Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,214.055949,0.702681699,108,107
Phoenix Suns vs New Orleans Pelicans,Phoenix Suns,New Orleans Pelicans,211.4346361,-5.383127739,104,109
Phoenix Suns vs San Antonio Spurs,Phoenix Suns,San Antonio Spurs,206.2436379,-15.28322929,96,111
Phoenix Suns vs Boston Celtics,Phoenix Suns,Boston Celtics,213.2326069,-8.811492747,103,111
Phoenix Suns vs Charlotte Hornets,Phoenix Suns,Charlotte Hornets,206.8823622,-7.027101099,101,108
Phoenix Suns vs Denver Nuggets,Phoenix Suns,Denver Nuggets,217.6151554,-5.102005046,107,112
Phoenix Suns vs Indiana Pacers,Phoenix Suns,Indiana Pacers,207.4420153,-7.619654233,101,108
Phoenix Suns vs Memphis Grizzlies,Phoenix Suns,Memphis Grizzlies,203.6956799,-7.347985679,98,106
Phoenix Suns vs Miami Heat,Phoenix Suns,Miami Heat,203.7063737,-7.304498422,99,106
Phoenix Suns vs New York Knicks,Phoenix Suns,New York Knicks,207.6467311,-1.92550673,104,105
Phoenix Suns vs Portland Trail Blazers,Phoenix Suns,Portland Trail Blazers,214.9744099,-8.260119642,104,112
Phoenix Suns vs Sacramento Kings,Phoenix Suns,Sacramento Kings,216.5558677,-3.915645711,107,110
Phoenix Suns vs Toronto Raptors,Phoenix Suns,Toronto Raptors,209.9762029,-10.19349962,100,110
Phoenix Suns vs Utah Jazz,Phoenix Suns,Utah Jazz,199.4318071,-9.026287739,95,105
Phoenix Suns vs Cleveland Cavaliers,Phoenix Suns,Cleveland Cavaliers,211.5022802,-12.21660189,100,113
Phoenix Suns vs Dallas Mavericks,Phoenix Suns,Dallas Mavericks,210.1888419,-6.931904955,102,109
Phoenix Suns vs Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,213.967798,-11.76285463,102,113
Phoenix Suns vs Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves,213.6957912,-2.657257417,106,109
Phoenix Suns vs Orlando Magic,Phoenix Suns,Orlando Magic,209.0475296,-2.862151641,103,106
Phoenix Suns vs Chicago Bulls,Phoenix Suns,Chicago Bulls,208.2832778,-7.553815531,101,108
Phoenix Suns vs Milwaukee Bucks,Phoenix Suns,Milwaukee Bucks,207.4933355,-5.782583476,101,107
Phoenix Suns vs Atlanta Hawks,Phoenix Suns,Atlanta Hawks,208.5031389,-9.670734208,100,110
Phoenix Suns vs Detroit Pistons,Phoenix Suns,Detroit Pistons,207.5658277,-6.606437205,101,107
Phoenix Suns vs Golden State Warriors,Phoenix Suns,Golden State Warriors,220.5379036,-17.23772061,102,119
Phoenix Suns vs Houston Rockets,Phoenix Suns,Houston Rockets,219.5025172,-9.770731508,105,115
Phoenix Suns vs Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,216.2710019,-10.94753821,103,114
Phoenix Suns vs Philadelphia 76ers,Phoenix Suns,Philadelphia 76ers,208.4671476,1.037404511,105,104
Phoenix Suns vs Washington Wizards,Phoenix Suns,Washington Wizards,212.3581401,-8.155665266,103,111
Phoenix Suns vs Brooklyn Nets,Phoenix Suns,Brooklyn Nets,213.0138217,-1.353127588,106,108
Portland Trail Blazers vs Los Angeles Lakers,Portland Trail Blazers,Los Angeles Lakers,211.9451147,6.121745306,110,104
Portland Trail Blazers vs New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans,209.3238018,0.035935868,105,105
Portland Trail Blazers vs San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,204.1328036,-9.864165679,97,107
Portland Trail Blazers vs Boston Celtics,Portland Trail Blazers,Boston Celtics,211.1217726,-3.392429139,104,108
Portland Trail Blazers vs Charlotte Hornets,Portland Trail Blazers,Charlotte Hornets,204.7715279,-1.608037492,102,104
Portland Trail Blazers vs Denver Nuggets,Portland Trail Blazers,Denver Nuggets,215.504321,0.317058561,109,108
Portland Trail Blazers vs Indiana Pacers,Portland Trail Blazers,Indiana Pacers,205.331181,-2.200590626,102,104
Portland Trail Blazers vs Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,201.5848455,-1.928922072,100,102
Portland Trail Blazers vs Miami Heat,Portland Trail Blazers,Miami Heat,201.5955393,-1.885434814,100,102
Portland Trail Blazers vs New York Knicks,Portland Trail Blazers,New York Knicks,205.5358968,3.493556877,105,101
Portland Trail Blazers vs Phoenix Suns,Portland Trail Blazers,Phoenix Suns,214.9744099,2.578007573,109,107
Portland Trail Blazers vs Sacramento Kings,Portland Trail Blazers,Sacramento Kings,214.4450334,1.503417896,109,107
Portland Trail Blazers vs Toronto Raptors,Portland Trail Blazers,Toronto Raptors,207.8653686,-4.774436008,102,107
Portland Trail Blazers vs Utah Jazz,Portland Trail Blazers,Utah Jazz,197.3209728,-3.607224132,97,101
Portland Trail Blazers vs Cleveland Cavaliers,Portland Trail Blazers,Cleveland Cavaliers,209.3914459,-6.797538286,102,109
Portland Trail Blazers vs Dallas Mavericks,Portland Trail Blazers,Dallas Mavericks,208.0780076,-1.512841348,104,105
Portland Trail Blazers vs Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,211.8569637,-6.343791019,103,110
Portland Trail Blazers vs Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,211.5849569,2.76180619,108,105
Portland Trail Blazers vs Orlando Magic,Portland Trail Blazers,Orlando Magic,206.9366953,2.556911967,105,102
Portland Trail Blazers vs Chicago Bulls,Portland Trail Blazers,Chicago Bulls,206.1724434,-2.134751924,103,105
Portland Trail Blazers vs Milwaukee Bucks,Portland Trail Blazers,Milwaukee Bucks,205.3825012,-0.363519869,103,104
Portland Trail Blazers vs Atlanta Hawks,Portland Trail Blazers,Atlanta Hawks,206.3923046,-4.251670601,101,106
Portland Trail Blazers vs Detroit Pistons,Portland Trail Blazers,Detroit Pistons,205.4549934,-1.187373597,103,104
Portland Trail Blazers vs Golden State Warriors,Portland Trail Blazers,Golden State Warriors,218.4270692,-11.818657,103,115
Portland Trail Blazers vs Houston Rockets,Portland Trail Blazers,Houston Rockets,217.3916829,-4.3516679,107,112
Portland Trail Blazers vs Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,214.1601676,-5.528474603,105,110
Portland Trail Blazers vs Philadelphia 76ers,Portland Trail Blazers,Philadelphia 76ers,206.3563133,6.456468118,107,100
Portland Trail Blazers vs Washington Wizards,Portland Trail Blazers,Washington Wizards,210.2473058,-2.736601659,105,107
Portland Trail Blazers vs Brooklyn Nets,Portland Trail Blazers,Brooklyn Nets,210.9029873,4.065936019,107,103
Sacramento Kings vs Los Angeles Lakers,Sacramento Kings,Los Angeles Lakers,213.5265725,1.777271376,108,107
Sacramento Kings vs New Orleans Pelicans,Sacramento Kings,New Orleans Pelicans,210.9052596,-4.308538062,104,108
Sacramento Kings vs San Antonio Spurs,Sacramento Kings,San Antonio Spurs,205.7142615,-14.20863961,96,111
Sacramento Kings vs Boston Celtics,Sacramento Kings,Boston Celtics,212.7032305,-7.73690307,103,111
Sacramento Kings vs Charlotte Hornets,Sacramento Kings,Charlotte Hornets,206.3529858,-5.952511422,101,107
Sacramento Kings vs Denver Nuggets,Sacramento Kings,Denver Nuggets,217.0857789,-4.027415369,107,111
Sacramento Kings vs Indiana Pacers,Sacramento Kings,Indiana Pacers,206.9126389,-6.545064556,100,107
Sacramento Kings vs Memphis Grizzlies,Sacramento Kings,Memphis Grizzlies,203.1663034,-6.273396003,99,105
Sacramento Kings vs Miami Heat,Sacramento Kings,Miami Heat,203.1769972,-6.229908745,99,105
Sacramento Kings vs New York Knicks,Sacramento Kings,New York Knicks,207.1173546,-0.850917053,103,104
Sacramento Kings vs Phoenix Suns,Sacramento Kings,Phoenix Suns,216.5558677,-1.766466358,108,110
Sacramento Kings vs Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers,214.4450334,-7.185529965,104,112
Sacramento Kings vs Toronto Raptors,Sacramento Kings,Toronto Raptors,209.4468264,-9.118909938,101,110
Sacramento Kings vs Utah Jazz,Sacramento Kings,Utah Jazz,198.9024306,-7.951698062,96,104
Sacramento Kings vs Cleveland Cavaliers,Sacramento Kings,Cleveland Cavaliers,210.9729038,-11.14201222,101,112
Sacramento Kings vs Dallas Mavericks,Sacramento Kings,Dallas Mavericks,209.6594654,-5.857315279,102,108
Sacramento Kings vs Los Angeles Clippers,Sacramento Kings,Los Angeles Clippers,213.4384216,-10.68826495,102,113
Sacramento Kings vs Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves,213.1664148,-1.58266774,106,108
Sacramento Kings vs Orlando Magic,Sacramento Kings,Orlando Magic,208.5181532,-1.787561964,104,106
Sacramento Kings vs Chicago Bulls,Sacramento Kings,Chicago Bulls,207.7539013,-6.479225854,101,107
Sacramento Kings vs Milwaukee Bucks,Sacramento Kings,Milwaukee Bucks,206.963959,-4.707993799,102,107
Sacramento Kings vs Atlanta Hawks,Sacramento Kings,Atlanta Hawks,207.9737625,-8.596144531,100,109
Sacramento Kings vs Detroit Pistons,Sacramento Kings,Detroit Pistons,207.0364513,-5.531847528,101,107
Sacramento Kings vs Golden State Warriors,Sacramento Kings,Golden State Warriors,220.0085271,-16.16313093,102,119
Sacramento Kings vs Houston Rockets,Sacramento Kings,Houston Rockets,218.9731408,-8.696141831,106,115
Sacramento Kings vs Oklahoma City Thunder,Sacramento Kings,Oklahoma City Thunder,215.7416255,-9.872948534,104,113
Sacramento Kings vs Philadelphia 76ers,Sacramento Kings,Philadelphia 76ers,207.9377711,2.111994188,106,103
Sacramento Kings vs Washington Wizards,Sacramento Kings,Washington Wizards,211.8287637,-7.081075589,102,109
Sacramento Kings vs Brooklyn Nets,Sacramento Kings,Brooklyn Nets,212.4844452,-0.278537911,106,106
Toronto Raptors vs Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,206.9469077,8.05512528,108,100
Toronto Raptors vs New Orleans Pelicans,Toronto Raptors,New Orleans Pelicans,204.3255948,1.969315842,104,102
Toronto Raptors vs San Antonio Spurs,Toronto Raptors,San Antonio Spurs,199.1345966,-7.930785706,96,104
Toronto Raptors vs Boston Celtics,Toronto Raptors,Boston Celtics,206.1235656,-1.459049166,103,104
Toronto Raptors vs Charlotte Hornets,Toronto Raptors,Charlotte Hornets,199.7733209,0.325342482,101,100
Toronto Raptors vs Denver Nuggets,Toronto Raptors,Denver Nuggets,210.506114,2.250438535,107,105
Toronto Raptors vs Indiana Pacers,Toronto Raptors,Indiana Pacers,200.332974,-0.267210652,100,101
Toronto Raptors vs Memphis Grizzlies,Toronto Raptors,Memphis Grizzlies,196.5866386,0.004457901,99,99
Toronto Raptors vs Miami Heat,Toronto Raptors,Miami Heat,196.5973324,0.047945159,99,99
Toronto Raptors vs New York Knicks,Toronto Raptors,New York Knicks,200.5376898,5.426936851,103,98
Toronto Raptors vs Phoenix Suns,Toronto Raptors,Phoenix Suns,209.9762029,4.511387546,108,103
Toronto Raptors vs Portland Trail Blazers,Toronto Raptors,Portland Trail Blazers,207.8653686,-0.907676061,104,105
Toronto Raptors vs Sacramento Kings,Toronto Raptors,Sacramento Kings,209.4468264,3.436797869,107,104
Toronto Raptors vs Utah Jazz,Toronto Raptors,Utah Jazz,192.3227658,-1.673844158,96,97
Toronto Raptors vs Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,204.3932389,-4.864158313,100,105
Toronto Raptors vs Dallas Mavericks,Toronto Raptors,Dallas Mavericks,203.0798006,0.420538625,102,102
Toronto Raptors vs Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,206.8587567,-4.410411045,102,106
Toronto Raptors vs Minnesota Timberwolves,Toronto Raptors,Minnesota Timberwolves,206.5867499,4.695186164,106,101
Toronto Raptors vs Orlando Magic,Toronto Raptors,Orlando Magic,201.9384883,4.49029194,103,99
Toronto Raptors vs Chicago Bulls,Toronto Raptors,Chicago Bulls,201.1742365,-0.20137195,101,102
Toronto Raptors vs Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,200.3842942,1.569860104,102,100
Toronto Raptors vs Atlanta Hawks,Toronto Raptors,Atlanta Hawks,201.3940976,-2.318290627,100,102
Toronto Raptors vs Detroit Pistons,Toronto Raptors,Detroit Pistons,200.4567864,0.746006376,101,100
Toronto Raptors vs Golden State Warriors,Toronto Raptors,Golden State Warriors,213.4288623,-9.885277028,102,112
Toronto Raptors vs Houston Rockets,Toronto Raptors,Houston Rockets,212.3934759,-2.418287927,106,108
Toronto Raptors vs Oklahoma City Thunder,Toronto Raptors,Oklahoma City Thunder,209.1619606,-3.59509463,103,107
Toronto Raptors vs Philadelphia 76ers,Toronto Raptors,Philadelphia 76ers,201.3581063,8.389848092,105,97
Toronto Raptors vs Washington Wizards,Toronto Raptors,Washington Wizards,205.2490988,-0.803221685,103,103
Toronto Raptors vs Brooklyn Nets,Toronto Raptors,Brooklyn Nets,205.9047804,5.999315993,106,100
Utah Jazz vs Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,196.4025119,6.887913403,102,95
Utah Jazz vs New Orleans Pelicans,Utah Jazz,New Orleans Pelicans,193.781199,0.802103966,99,98
Utah Jazz vs San Antonio Spurs,Utah Jazz,San Antonio Spurs,188.5902008,-9.097997582,90,99
Utah Jazz vs Boston Celtics,Utah Jazz,Boston Celtics,195.5791698,-2.626261042,97,100
Utah Jazz vs Charlotte Hornets,Utah Jazz,Charlotte Hornets,189.2289251,-0.841869394,95,96
Utah Jazz vs Denver Nuggets,Utah Jazz,Denver Nuggets,199.9617182,1.083226659,101,100
Utah Jazz vs Indiana Pacers,Utah Jazz,Indiana Pacers,189.7885782,-1.434422529,95,96
Utah Jazz vs Memphis Grizzlies,Utah Jazz,Memphis Grizzlies,186.0422428,-1.162753975,93,94
Utah Jazz vs Miami Heat,Utah Jazz,Miami Heat,186.0529366,-1.119266717,93,94
Utah Jazz vs New York Knicks,Utah Jazz,New York Knicks,189.993294,4.259724974,98,93
Utah Jazz vs Phoenix Suns,Utah Jazz,Phoenix Suns,199.4318071,3.34417567,102,98
Utah Jazz vs Portland Trail Blazers,Utah Jazz,Portland Trail Blazers,197.3209728,-2.074887937,98,100
Utah Jazz vs Sacramento Kings,Utah Jazz,Sacramento Kings,198.9024306,2.269585993,101,99
Utah Jazz vs Toronto Raptors,Utah Jazz,Toronto Raptors,192.3227658,-4.008267911,94,98
Utah Jazz vs Cleveland Cavaliers,Utah Jazz,Cleveland Cavaliers,193.8488431,-6.031370189,95,101
Utah Jazz vs Dallas Mavericks,Utah Jazz,Dallas Mavericks,192.5354048,-0.746673251,96,97
Utah Jazz vs Los Angeles Clippers,Utah Jazz,Los Angeles Clippers,196.3143609,-5.577622922,96,102
Utah Jazz vs Minnesota Timberwolves,Utah Jazz,Minnesota Timberwolves,196.0423541,3.527974288,100,97
Utah Jazz vs Orlando Magic,Utah Jazz,Orlando Magic,191.3940925,3.323080064,98,95
Utah Jazz vs Chicago Bulls,Utah Jazz,Chicago Bulls,190.6298407,-1.368583826,95,97
Utah Jazz vs Milwaukee Bucks,Utah Jazz,Milwaukee Bucks,189.8398984,0.402648228,95,95
Utah Jazz vs Atlanta Hawks,Utah Jazz,Atlanta Hawks,190.8497018,-3.485502504,94,98
Utah Jazz vs Detroit Pistons,Utah Jazz,Detroit Pistons,189.9123906,-0.4212055,95,95
Utah Jazz vs Golden State Warriors,Utah Jazz,Golden State Warriors,202.8844665,-11.0524889,96,108
Utah Jazz vs Houston Rockets,Utah Jazz,Houston Rockets,201.8490801,-3.585499803,99,103
Utah Jazz vs Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,198.6175648,-4.762306506,97,102
Utah Jazz vs Philadelphia 76ers,Utah Jazz,Philadelphia 76ers,190.8137105,7.222636216,100,92
Utah Jazz vs Washington Wizards,Utah Jazz,Washington Wizards,194.704703,-1.970433561,97,99
Utah Jazz vs Brooklyn Nets,Utah Jazz,Brooklyn Nets,195.3603846,4.832104117,100,96
Cleveland Cavaliers vs Los Angeles Lakers,Cleveland Cavaliers,Los Angeles Lakers,208.472985,10.07822756,110,100
Cleveland Cavaliers vs New Orleans Pelicans,Cleveland Cavaliers,New Orleans Pelicans,205.8516721,3.99241812,105,101
Cleveland Cavaliers vs San Antonio Spurs,Cleveland Cavaliers,San Antonio Spurs,200.660674,-5.907683427,98,104
Cleveland Cavaliers vs Boston Celtics,Cleveland Cavaliers,Boston Celtics,207.6496429,0.564053113,105,104
Cleveland Cavaliers vs Charlotte Hornets,Cleveland Cavaliers,Charlotte Hornets,201.2993982,2.34844476,102,100
Cleveland Cavaliers vs Denver Nuggets,Cleveland Cavaliers,Denver Nuggets,212.0321914,4.273540813,108,104
Cleveland Cavaliers vs Indiana Pacers,Cleveland Cavaliers,Indiana Pacers,201.8590514,1.755891626,102,100
Cleveland Cavaliers vs Memphis Grizzlies,Cleveland Cavaliers,Memphis Grizzlies,198.1127159,2.02756018,101,99
Cleveland Cavaliers vs Miami Heat,Cleveland Cavaliers,Miami Heat,198.1234097,2.071047438,101,99
Cleveland Cavaliers vs New York Knicks,Cleveland Cavaliers,New York Knicks,202.0637671,7.450039129,105,98
Cleveland Cavaliers vs Phoenix Suns,Cleveland Cavaliers,Phoenix Suns,211.5022802,6.534489825,110,103
Cleveland Cavaliers vs Portland Trail Blazers,Cleveland Cavaliers,Portland Trail Blazers,209.3914459,1.115426218,106,105
Cleveland Cavaliers vs Sacramento Kings,Cleveland Cavaliers,Sacramento Kings,210.9729038,5.459900148,109,104
Cleveland Cavaliers vs Toronto Raptors,Cleveland Cavaliers,Toronto Raptors,204.3932389,-0.817953756,102,103
Cleveland Cavaliers vs Utah Jazz,Cleveland Cavaliers,Utah Jazz,193.8488431,0.34925812,98,97
Cleveland Cavaliers vs Dallas Mavericks,Cleveland Cavaliers,Dallas Mavericks,204.6058779,2.443640904,104,102
Cleveland Cavaliers vs Los Angeles Clippers,Cleveland Cavaliers,Los Angeles Clippers,208.384834,-2.387308767,104,106
Cleveland Cavaliers vs Minnesota Timberwolves,Cleveland Cavaliers,Minnesota Timberwolves,208.1128272,6.718288442,108,101
Cleveland Cavaliers vs Orlando Magic,Cleveland Cavaliers,Orlando Magic,203.4645657,6.513394219,105,99
Cleveland Cavaliers vs Chicago Bulls,Cleveland Cavaliers,Chicago Bulls,202.7003138,1.821730328,102,101
Cleveland Cavaliers vs Milwaukee Bucks,Cleveland Cavaliers,Milwaukee Bucks,201.9103715,3.592962383,103,100
Cleveland Cavaliers vs Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,202.9201749,-0.295188349,102,102
Cleveland Cavaliers vs Detroit Pistons,Cleveland Cavaliers,Detroit Pistons,201.9828637,2.769108655,103,100
Cleveland Cavaliers vs Golden State Warriors,Cleveland Cavaliers,Golden State Warriors,214.9549396,-7.862174749,104,112
Cleveland Cavaliers vs Houston Rockets,Cleveland Cavaliers,Houston Rockets,213.9195532,-0.395185648,107,107
Cleveland Cavaliers vs Oklahoma City Thunder,Cleveland Cavaliers,Oklahoma City Thunder,210.6880379,-1.571992351,106,107
Cleveland Cavaliers vs Philadelphia 76ers,Cleveland Cavaliers,Philadelphia 76ers,202.8841836,10.41295037,107,96
Cleveland Cavaliers vs Washington Wizards,Cleveland Cavaliers,Washington Wizards,206.7751761,1.219880593,104,103
