year,month,away_tm,away_score,home_tm,home_score
2016,june,Cleveland Cavaliers,112,Golden State Warriors,97
2016,june,Golden State Warriors,101,Cleveland Cavaliers,115
2016,june,Cleveland Cavaliers,93,Golden State Warriors,89
2017,october,New York Knicks,88,Cleveland Cavaliers,117
2017,october,San Antonio Spurs,129,Golden State Warriors,100
2017,october,Utah Jazz,104,Portland Trail Blazers,113
2017,october,Brooklyn Nets,117,Boston Celtics,122
2017,october,Dallas Mavericks,121,Indiana Pacers,130
2017,october,Houston Rockets,114,Los Angeles Lakers,120
2017,october,Minnesota Timberwolves,98,Memphis Grizzlies,102
2017,october,Charlotte Hornets,107,Milwaukee Bucks,96
2017,october,Denver Nuggets,107,New Orleans Pelicans,102
2017,october,Miami Heat,108,Orlando Magic,96
2017,october,Oklahoma City Thunder,103,Philadelphia 76ers,97
2017,october,Sacramento Kings,113,Phoenix Suns,94
2017,october,Detroit Pistons,91,Toronto Raptors,109
2017,october,Washington Wizards,99,Atlanta Hawks,114
2017,october,Boston Celtics,99,Chicago Bulls,105
2017,october,Los Angeles Clippers,114,Portland Trail Blazers,106
2017,october,San Antonio Spurs,102,Sacramento Kings,94
2017,october,Indiana Pacers,94,Brooklyn Nets,103
2017,october,Houston Rockets,106,Dallas Mavericks,98
2017,october,Orlando Magic,82,Detroit Pistons,108
2017,october,Charlotte Hornets,97,Miami Heat,91
2017,october,Golden State Warriors,122,New Orleans Pelicans,114
2017,october,Phoenix Suns,110,Oklahoma City Thunder,113
2017,october,Cleveland Cavaliers,94,Toronto Raptors,91
2017,october,Los Angeles Lakers,89,Utah Jazz,96
2017,october,Indiana Pacers,101,Chicago Bulls,118
2017,october,Boston Celtics,104,Charlotte Hornets,98
2017,october,Orlando Magic,99,Cleveland Cavaliers,105
2017,october,Portland Trail Blazers,115,Denver Nuggets,113
2017,october,Brooklyn Nets,108,Milwaukee Bucks,110
2017,october,Memphis Grizzlies,104,New York Knicks,111
2017,october,Atlanta Hawks,104,Philadelphia 76ers,72
2017,october,Minnesota Timberwolves,103,Sacramento Kings,106
2017,october,New Orleans Pelicans,79,San Antonio Spurs,98
2017,october,Milwaukee Bucks,83,Detroit Pistons,98
2017,october,Dallas Mavericks,92,Houston Rockets,93
2017,october,Utah Jazz,75,Los Angeles Clippers,88
2017,october,Washington Wizards,103,Memphis Grizzlies,112
2017,october,San Antonio Spurs,106,Miami Heat,99
2017,october,Los Angeles Lakers,96,Oklahoma City Thunder,113
2017,october,Golden State Warriors,106,Phoenix Suns,100
2017,october,Sacramento Kings,95,Atlanta Hawks,106
2017,october,Chicago Bulls,118,Brooklyn Nets,88
2017,october,Phoenix Suns,98,Los Angeles Clippers,116
2017,october,Denver Nuggets,102,Toronto Raptors,105
2017,november,Houston Rockets,120,Cleveland Cavaliers,128
2017,november,New York Knicks,89,Detroit Pistons,102
2017,november,Los Angeles Lakers,108,Indiana Pacers,115
2017,november,Sacramento Kings,96,Miami Heat,108
2017,november,Memphis Grizzlies,80,Minnesota Timberwolves,116
2017,november,Milwaukee Bucks,117,New Orleans Pelicans,113
2017,november,Orlando Magic,103,Philadelphia 76ers,101
2017,november,Golden State Warriors,127,Portland Trail Blazers,104
2017,november,Utah Jazz,106,San Antonio Spurs,91
2017,november,Los Angeles Lakers,123,Atlanta Hawks,116
2017,november,Chicago Bulls,100,Boston Celtics,107
2017,november,Detroit Pistons,101,Brooklyn Nets,109
2017,november,Philadelphia 76ers,93,Charlotte Hornets,109
2017,november,Oklahoma City Thunder,85,Los Angeles Clippers,83
2017,november,New Orleans Pelicans,83,Memphis Grizzlies,89
2017,november,Houston Rockets,118,New York Knicks,99
2017,november,Portland Trail Blazers,115,Phoenix Suns,118
2017,november,Dallas Mavericks,81,Utah Jazz,97
2017,november,Toronto Raptors,113,Washington Wizards,103
2017,november,Boston Celtics,122,Cleveland Cavaliers,128
2017,november,Oklahoma City Thunder,96,Golden State Warriors,122
2017,november,Indiana Pacers,107,Milwaukee Bucks,125
2017,november,Denver Nuggets,102,Minnesota Timberwolves,99
2017,november,Sacramento Kings,94,Orlando Magic,102
2017,november,Charlotte Hornets,99,Brooklyn Nets,95
2017,november,New York Knicks,117,Chicago Bulls,104
2017,november,Portland Trail Blazers,105,Dallas Mavericks,95
2017,november,Golden State Warriors,97,Los Angeles Lakers,117
2017,november,Los Angeles Clippers,99,Memphis Grizzlies,88
2017,november,Phoenix Suns,112,New Orleans Pelicans,111
2017,november,Miami Heat,87,Toronto Raptors,96
2017,november,San Antonio Spurs,100,Utah Jazz,86
2017,november,Atlanta Hawks,92,Washington Wizards,95
2017,november,Houston Rockets,97,Atlanta Hawks,112
2017,november,Denver Nuggets,86,Detroit Pistons,103
2017,november,Chicago Bulls,94,Indiana Pacers,111
2017,november,Sacramento Kings,91,Milwaukee Bucks,117
2017,november,Minnesota Timberwolves,92,Oklahoma City Thunder,112
2017,november,Washington Wizards,86,Orlando Magic,88
2017,november,Cleveland Cavaliers,102,Philadelphia 76ers,101
2017,november,Los Angeles Clippers,116,San Antonio Spurs,92
2017,november,Denver Nuggets,123,Boston Celtics,107
2017,november,Milwaukee Bucks,75,Dallas Mavericks,86
2017,november,Phoenix Suns,108,Los Angeles Lakers,119
2017,november,Portland Trail Blazers,100,Memphis Grizzlies,94
2017,november,Utah Jazz,114,New York Knicks,109
2017,november,Sacramento Kings,96,Toronto Raptors,91
2017,november,Orlando Magic,80,Chicago Bulls,112
2017,november,Indiana Pacers,100,Charlotte Hornets,122
2017,november,New Orleans Pelicans,106,Golden State Warriors,116
2017,november,Detroit Pistons,82,Los Angeles Clippers,114
2017,november,Miami Heat,85,Oklahoma City Thunder,97
2017,november,Utah Jazz,109,Philadelphia 76ers,84
2017,november,Houston Rockets,114,Washington Wizards,106
2017,november,Minnesota Timberwolves,110,Brooklyn Nets,119
2017,november,Atlanta Hawks,110,Cleveland Cavaliers,106
2017,november,Dallas Mavericks,109,Los Angeles Lakers,97
2017,november,Denver Nuggets,107,Memphis Grizzlies,108
2017,november,Phoenix Suns,121,Portland Trail Blazers,124
2017,november,New Orleans Pelicans,94,Sacramento Kings,102
2017,november,Chicago Bulls,107,Atlanta Hawks,115
2017,november,Utah Jazz,98,Charlotte Hornets,104
2017,november,Dallas Mavericks,95,Golden State Warriors,116
2017,november,Philadelphia 76ers,115,Indiana Pacers,122
2017,november,Portland Trail Blazers,80,Los Angeles Clippers,111
2017,november,Brooklyn Nets,96,New York Knicks,110
2017,november,Toronto Raptors,112,Oklahoma City Thunder,102
2017,november,Minnesota Timberwolves,123,Orlando Magic,107
2017,november,Detroit Pistons,100,Phoenix Suns,107
2017,november,Houston Rockets,101,San Antonio Spurs,99
2017,november,Boston Celtics,93,Washington Wizards,118
2017,november,Golden State Warriors,125,Denver Nuggets,101
2017,november,Chicago Bulls,98,Miami Heat,95
2017,november,New Orleans Pelicans,112,Milwaukee Bucks,106
2017,november,Los Angeles Lakers,101,Sacramento Kings,91
2017,november,New York Knicks,87,Boston Celtics,115
2017,november,Toronto Raptors,113,Charlotte Hornets,111
2017,november,Los Angeles Clippers,110,Oklahoma City Thunder,108
2017,november,Utah Jazz,87,Orlando Magic,74
2017,november,Indiana Pacers,105,Philadelphia 76ers,109
2017,november,Sacramento Kings,120,Portland Trail Blazers,122
2017,november,Detroit Pistons,86,San Antonio Spurs,96
2017,november,Cleveland Cavaliers,105,Washington Wizards,94
2017,november,Philadelphia 76ers,96,Atlanta Hawks,117
2017,november,Washington Wizards,95,Chicago Bulls,106
2017,november,Detroit Pistons,106,Denver Nuggets,95
2017,november,San Antonio Spurs,106,Houston Rockets,100
2017,november,Boston Celtics,105,Indiana Pacers,99
2017,november,Utah Jazz,102,Miami Heat,91
2017,november,Memphis Grizzlies,96,Milwaukee Bucks,106
2017,november,Los Angeles Clippers,119,Minnesota Timberwolves,105
2017,november,Los Angeles Lakers,126,New Orleans Pelicans,99
2017,november,Brooklyn Nets,122,Phoenix Suns,104
2017,november,New York Knicks,107,Toronto Raptors,118
2017,november,Charlotte Hornets,93,Cleveland Cavaliers,100
2017,november,Phoenix Suns,120,Golden State Warriors,133
2017,november,Los Angeles Lakers,99,Minnesota Timberwolves,125
2017,november,Orlando Magic,119,Oklahoma City Thunder,117
2017,november,Denver Nuggets,105,Portland Trail Blazers,112
2017,november,Oklahoma City Thunder,88,Detroit Pistons,104
2017,november,Philadelphia 76ers,88,Houston Rockets,115
2017,november,Orlando Magic,69,Indiana Pacers,88
2017,november,Brooklyn Nets,95,Los Angeles Clippers,127
2017,november,Boston Celtics,105,New Orleans Pelicans,106
2017,november,Dallas Mavericks,77,New York Knicks,93
2017,november,Miami Heat,90,San Antonio Spurs,94
2017,november,Memphis Grizzlies,102,Utah Jazz,96
2017,november,Toronto Raptors,117,Cleveland Cavaliers,121
2017,november,Brooklyn Nets,118,Los Angeles Lakers,125
2017,november,Atlanta Hawks,93,Miami Heat,90
2017,november,Charlotte Hornets,115,Minnesota Timberwolves,108
2017,november,Chicago Bulls,113,Portland Trail Blazers,88
2017,november,Milwaukee Bucks,100,Atlanta Hawks,107
2017,november,Dallas Mavericks,83,Boston Celtics,90
2017,november,Phoenix Suns,104,Denver Nuggets,120
2017,november,Cleveland Cavaliers,93,Indiana Pacers,103
2017,november,Memphis Grizzlies,111,Los Angeles Clippers,107
2017,november,Detroit Pistons,102,New York Knicks,105
2017,november,Houston Rockets,103,Oklahoma City Thunder,105
2017,november,New Orleans Pelicans,82,Orlando Magic,89
2017,november,Washington Wizards,102,Philadelphia 76ers,109
2017,november,San Antonio Spurs,110,Sacramento Kings,105
2017,november,Golden State Warriors,127,Toronto Raptors,121
2017,november,Portland Trail Blazers,109,Houston Rockets,126
2017,november,Milwaukee Bucks,73,Miami Heat,96
2017,november,Philadelphia 76ers,86,Minnesota Timberwolves,110
2017,november,Chicago Bulls,85,Utah Jazz,77
2017,november,New York Knicks,112,Washington Wizards,119
2017,november,Golden State Warriors,104,Boston Celtics,88
2017,november,Atlanta Hawks,96,Charlotte Hornets,100
2017,november,Detroit Pistons,81,Cleveland Cavaliers,104
2017,november,Memphis Grizzlies,80,Dallas Mavericks,64
2017,november,Toronto Raptors,113,Denver Nuggets,111
2017,november,Phoenix Suns,116,Indiana Pacers,96
2017,november,San Antonio Spurs,116,Los Angeles Lakers,107
2017,november,Portland Trail Blazers,101,New Orleans Pelicans,113
2017,november,Brooklyn Nets,105,Oklahoma City Thunder,124
2017,november,Los Angeles Clippers,121,Sacramento Kings,115
2017,november,Boston Celtics,94,Detroit Pistons,92
2017,november,Utah Jazz,102,Houston Rockets,111
2017,november,Chicago Bulls,95,Los Angeles Clippers,102
2017,november,Minnesota Timberwolves,71,Memphis Grizzlies,93
2017,november,Golden State Warriors,124,Milwaukee Bucks,121
2017,november,Charlotte Hornets,116,New Orleans Pelicans,121
2017,november,Dallas Mavericks,87,Orlando Magic,95
2017,november,Phoenix Suns,105,Philadelphia 76ers,120
2017,november,Miami Heat,114,Washington Wizards,111
2017,november,Portland Trail Blazers,129,Brooklyn Nets,109
2017,november,Utah Jazz,91,Denver Nuggets,105
2017,november,Chicago Bulls,118,Los Angeles Lakers,110
2017,november,Atlanta Hawks,94,New York Knicks,104
2017,november,Indiana Pacers,115,Oklahoma City Thunder,111
2017,november,Toronto Raptors,99,Sacramento Kings,102
2017,november,Memphis Grizzlies,105,Charlotte Hornets,90
2017,november,Houston Rockets,99,Detroit Pistons,96
2017,november,Golden State Warriors,120,Indiana Pacers,83
2017,november,Toronto Raptors,115,Los Angeles Clippers,123
2017,november,Orlando Magic,89,Milwaukee Bucks,93
2017,november,Boston Celtics,99,Minnesota Timberwolves,93
2017,november,Miami Heat,94,Philadelphia 76ers,101
2017,november,Dallas Mavericks,91,San Antonio Spurs,96
2017,november,Phoenix Suns,101,Washington Wizards,106
2017,november,New Orleans Pelicans,112,Atlanta Hawks,94
2017,november,Chicago Bulls,107,Denver Nuggets,110
2017,november,Oklahoma City Thunder,109,Los Angeles Lakers,111
2017,november,Portland Trail Blazers,103,New York Knicks,107
2017,november,Boston Celtics,111,Brooklyn Nets,92
2017,november,San Antonio Spurs,119,Charlotte Hornets,114
2017,november,Portland Trail Blazers,125,Cleveland Cavaliers,137
2017,november,Los Angeles Clippers,124,Dallas Mavericks,104
2017,november,Miami Heat,84,Detroit Pistons,107
2017,november,Los Angeles Lakers,106,Golden State Warriors,149
2017,november,Toronto Raptors,115,Houston Rockets,102
2017,november,Atlanta Hawks,96,Indiana Pacers,85
2017,november,Minnesota Timberwolves,96,New Orleans Pelicans,117
2017,november,Phoenix Suns,92,Orlando Magic,87
2017,november,Memphis Grizzlies,104,Philadelphia 76ers,99
2017,november,Oklahoma City Thunder,101,Sacramento Kings,116
2017,november,Denver Nuggets,83,Utah Jazz,108
2017,november,San Antonio Spurs,109,Boston Celtics,103
2017,november,Dallas Mavericks,90,Cleveland Cavaliers,128
2017,november,Oklahoma City Thunder,132,Denver Nuggets,129
2017,november,Los Angeles Clippers,97,Detroit Pistons,108
2017,november,Brooklyn Nets,97,Indiana Pacers,118
2017,november,Golden State Warriors,109,Los Angeles Lakers,85
2017,november,Miami Heat,90,Memphis Grizzlies,81
2017,november,Toronto Raptors,105,Milwaukee Bucks,99
2017,november,Charlotte Hornets,111,New York Knicks,113
2017,november,Washington Wizards,94,Orlando Magic,91
2017,november,Chicago Bulls,105,Philadelphia 76ers,89
2017,november,Minnesota Timberwolves,98,Phoenix Suns,85
2017,november,New Orleans Pelicans,104,Portland Trail Blazers,119
2017,november,Houston Rockets,117,Sacramento Kings,104
2017,november,Atlanta Hawks,68,Utah Jazz,95
2017,november,New York Knicks,102,Charlotte Hornets,107
2017,november,Minnesota Timberwolves,102,Golden State Warriors,115
2017,november,Memphis Grizzlies,110,Miami Heat,107
2017,november,Detroit Pistons,88,Oklahoma City Thunder,106
2017,november,San Antonio Spurs,112,Washington Wizards,100
2017,november,Sacramento Kings,122,Brooklyn Nets,105
2017,november,New Orleans Pelicans,81,Dallas Mavericks,91
2017,november,Los Angeles Clippers,70,Indiana Pacers,91
2017,november,Atlanta Hawks,94,Los Angeles Lakers,109
2017,november,Milwaukee Bucks,104,Orlando Magic,96
2017,november,Cleveland Cavaliers,112,Philadelphia 76ers,108
2017,november,Denver Nuggets,120,Phoenix Suns,114
2017,november,Houston Rockets,130,Portland Trail Blazers,114
2017,november,Atlanta Hawks,100,Golden State Warriors,105
2017,november,Charlotte Hornets,104,Memphis Grizzlies,85
2017,november,Boston Celtics,112,Miami Heat,104
2017,november,Utah Jazz,112,Minnesota Timberwolves,103
2017,november,Oklahoma City Thunder,112,New York Knicks,103
2017,november,Philadelphia 76ers,95,Toronto Raptors,122
2017,november,Sacramento Kings,95,Washington Wizards,101
2017,november,Los Angeles Clippers,122,Brooklyn Nets,127
2017,november,Detroit Pistons,112,Charlotte Hornets,89
2017,november,Cleveland Cavaliers,101,Milwaukee Bucks,118
2017,november,Los Angeles Lakers,88,New Orleans Pelicans,105
2017,november,Orlando Magic,95,San Antonio Spurs,83
2017,november,Houston Rockets,101,Utah Jazz,120
2017,november,Detroit Pistons,121,Boston Celtics,114
2017,november,Los Angeles Lakers,96,Chicago Bulls,90
2017,november,San Antonio Spurs,94,Dallas Mavericks,87
2017,november,Miami Heat,106,Denver Nuggets,98
2017,november,New York Knicks,106,Minnesota Timberwolves,104
2017,november,Washington Wizards,115,Oklahoma City Thunder,126
2017,november,Atlanta Hawks,107,Phoenix Suns,109
2017,november,Indiana Pacers,109,Portland Trail Blazers,131
2017,november,Memphis Grizzlies,105,Toronto Raptors,120
2017,december,Milwaukee Bucks,111,Brooklyn Nets,93
2017,december,Dallas Mavericks,87,Charlotte Hornets,97
2017,december,Los Angeles Clippers,113,Cleveland Cavaliers,94
2017,december,Houston Rockets,132,Golden State Warriors,127
2017,december,Orlando Magic,94,Memphis Grizzlies,95
2017,december,Miami Heat,111,Utah Jazz,110
2017,december,Detroit Pistons,121,Atlanta Hawks,85
2017,december,Sacramento Kings,92,Boston Celtics,97
2017,december,Cleveland Cavaliers,105,Chicago Bulls,111
2017,december,Houston Rockets,128,Denver Nuggets,110
2017,december,Los Angeles Clippers,114,New Orleans Pelicans,96
2017,december,Minnesota Timberwolves,114,New York Knicks,118
2017,december,Orlando Magic,105,Philadelphia 76ers,88
2017,december,Washington Wizards,105,San Antonio Spurs,107
2017,december,Los Angeles Lakers,80,Toronto Raptors,113
2017,december,Minnesota Timberwolves,125,Charlotte Hornets,120
2017,december,Chicago Bulls,82,Dallas Mavericks,107
2017,december,Phoenix Suns,109,Golden State Warriors,138
2017,december,Los Angeles Lakers,100,Memphis Grizzlies,103
2017,december,Brooklyn Nets,103,Milwaukee Bucks,112
2017,december,Boston Celtics,107,Philadelphia 76ers,106
2017,december,Miami Heat,92,Portland Trail Blazers,99
2017,december,Atlanta Hawks,84,Toronto Raptors,128
2017,december,Denver Nuggets,98,Utah Jazz,105
2017,december,Orlando Magic,98,Detroit Pistons,92
2017,december,Indiana Pacers,111,Los Angeles Clippers,102
2017,december,Sacramento Kings,98,New York Knicks,106
2017,december,New Orleans Pelicans,92,Oklahoma City Thunder,101
2017,december,Oklahoma City Thunder,102,Atlanta Hawks,99
2017,december,Washington Wizards,118,Brooklyn Nets,113
2017,december,Portland Trail Blazers,112,Chicago Bulls,110
2017,december,Charlotte Hornets,109,Dallas Mavericks,101
2017,december,Indiana Pacers,106,Golden State Warriors,142
2017,december,Boston Celtics,106,Houston Rockets,107
2017,december,Utah Jazz,107,Los Angeles Lakers,101
2017,december,San Antonio Spurs,97,Milwaukee Bucks,96
2017,december,Memphis Grizzlies,110,New Orleans Pelicans,108
2017,december,Denver Nuggets,106,Philadelphia 76ers,98
2017,december,Cleveland Cavaliers,116,Toronto Raptors,112
2017,december,Chicago Bulls,91,Detroit Pistons,102
2017,december,Philadelphia 76ers,91,Memphis Grizzlies,96
2017,december,New York Knicks,114,Miami Heat,103
2017,december,San Antonio Spurs,105,Minnesota Timberwolves,91
2017,december,Phoenix Suns,105,Utah Jazz,112
2017,december,Orlando Magic,124,Washington Wizards,116
2017,december,Miami Heat,95,Atlanta Hawks,103
2017,december,Denver Nuggets,111,Brooklyn Nets,116
2017,december,Detroit Pistons,77,Charlotte Hornets,87
2017,december,Sacramento Kings,120,Dallas Mavericks,89
2017,december,Los Angeles Lakers,95,Houston Rockets,134
2017,december,Golden State Warriors,115,Los Angeles Clippers,98
2017,december,Portland Trail Blazers,107,Milwaukee Bucks,115
2017,december,Cleveland Cavaliers,126,New York Knicks,94
2017,december,Boston Celtics,117,Orlando Magic,87
2017,december,Indiana Pacers,109,Phoenix Suns,94
2017,december,San Antonio Spurs,91,Chicago Bulls,95
2017,december,Portland Trail Blazers,86,Memphis Grizzlies,88
2017,december,Philadelphia 76ers,99,New Orleans Pelicans,88
2017,december,Minnesota Timberwolves,110,Toronto Raptors,124
2017,december,Golden State Warriors,106,Utah Jazz,99
2017,december,Denver Nuggets,85,Washington Wizards,92
2017,december,Toronto Raptors,101,Boston Celtics,94
2017,december,Orlando Magic,88,Charlotte Hornets,109
2017,december,Miami Heat,84,Cleveland Cavaliers,114
2017,december,Indiana Pacers,103,Dallas Mavericks,111
2017,december,Phoenix Suns,119,Los Angeles Lakers,115
2017,december,Atlanta Hawks,114,Milwaukee Bucks,110
2017,december,Detroit Pistons,117,Minnesota Timberwolves,90
2017,december,Houston Rockets,102,Oklahoma City Thunder,99
2017,december,New York Knicks,103,Sacramento Kings,100
2017,december,Miami Heat,100,Chicago Bulls,105
2017,december,Charlotte Hornets,105,Cleveland Cavaliers,116
2017,december,Dallas Mavericks,87,Houston Rockets,109
2017,december,Portland Trail Blazers,111,Indiana Pacers,118
2017,december,New Orleans Pelicans,105,Los Angeles Clippers,133
2017,december,Golden State Warriors,89,Memphis Grizzlies,110
2017,december,Denver Nuggets,121,Orlando Magic,113
2017,december,Brooklyn Nets,101,San Antonio Spurs,130
2017,december,Sacramento Kings,84,Utah Jazz,104
2017,december,Milwaukee Bucks,105,Washington Wizards,110
2017,december,Philadelphia 76ers,97,Detroit Pistons,79
2017,december,New York Knicks,118,Los Angeles Lakers,112
2017,december,Golden State Warriors,116,Minnesota Timberwolves,108
2017,december,Boston Celtics,96,Oklahoma City Thunder,99
2017,december,New Orleans Pelicans,120,Phoenix Suns,119
2017,december,Denver Nuggets,92,Dallas Mavericks,112
2017,december,Brooklyn Nets,118,Houston Rockets,122
2017,december,Charlotte Hornets,94,Indiana Pacers,110
2017,december,Portland Trail Blazers,120,Los Angeles Clippers,121
2017,december,Washington Wizards,101,Miami Heat,112
2017,december,Los Angeles Lakers,92,Sacramento Kings,116
2017,december,Milwaukee Bucks,100,Toronto Raptors,122
2017,december,Orlando Magic,131,Atlanta Hawks,120
2017,december,Minnesota Timberwolves,99,Chicago Bulls,94
2017,december,Memphis Grizzlies,86,Cleveland Cavaliers,103
2017,december,Golden State Warriors,113,New Orleans Pelicans,109
2017,december,New York Knicks,111,Phoenix Suns,113
2017,december,Oklahoma City Thunder,95,Portland Trail Blazers,114
2017,december,Los Angeles Lakers,97,Brooklyn Nets,107
2017,december,Detroit Pistons,95,Dallas Mavericks,85
2017,december,Sacramento Kings,98,Houston Rockets,132
2017,december,Cleveland Cavaliers,85,Memphis Grizzlies,93
2017,december,Indiana Pacers,89,Miami Heat,95
2017,december,Los Angeles Clippers,113,Orlando Magic,108
2017,december,Toronto Raptors,123,Philadelphia 76ers,114
2017,december,Boston Celtics,101,San Antonio Spurs,108
2017,december,Oklahoma City Thunder,89,Utah Jazz,109
2017,december,Charlotte Hornets,106,Washington Wizards,109
2017,december,Portland Trail Blazers,120,Denver Nuggets,132
2017,december,New York Knicks,90,Golden State Warriors,103
2017,december,Chicago Bulls,97,Milwaukee Bucks,108
2017,december,Indiana Pacers,95,New Orleans Pelicans,102
2017,december,San Antonio Spurs,107,Phoenix Suns,92
2017,december,Charlotte Hornets,88,Boston Celtics,96
2017,december,Milwaukee Bucks,95,Chicago Bulls,69
2017,december,New Orleans Pelicans,100,Houston Rockets,122
2017,december,Sacramento Kings,96,Memphis Grizzlies,92
2017,december,Los Angeles Clippers,102,Miami Heat,98
2017,december,Brooklyn Nets,111,Orlando Magic,118
2017,december,Los Angeles Lakers,100,Philadelphia 76ers,89
2017,december,Atlanta Hawks,125,Toronto Raptors,121
2017,december,Dallas Mavericks,100,Utah Jazz,103
2017,december,Detroit Pistons,108,Washington Wizards,122
2017,december,Charlotte Hornets,107,Atlanta Hawks,99
2017,december,Los Angeles Lakers,108,Cleveland Cavaliers,119
2017,december,New York Knicks,114,Denver Nuggets,127
2017,december,Indiana Pacers,105,Detroit Pistons,90
2017,december,Portland Trail Blazers,90,Golden State Warriors,135
2017,december,Houston Rockets,111,Minnesota Timberwolves,109
2017,december,Phoenix Suns,101,Oklahoma City Thunder,114
2017,december,Sacramento Kings,79,Dallas Mavericks,99
2017,december,Utah Jazz,82,Memphis Grizzlies,73
2017,december,Boston Celtics,105,Miami Heat,95
2017,december,Toronto Raptors,109,Orlando Magic,79
2017,december,Brooklyn Nets,107,Philadelphia 76ers,108
2017,december,New Orleans Pelicans,100,San Antonio Spurs,113
2017,december,Los Angeles Clippers,110,Washington Wizards,117
2017,december,Detroit Pistons,82,Chicago Bulls,113
2017,december,Dallas Mavericks,107,Denver Nuggets,117
2017,december,Washington Wizards,105,Indiana Pacers,107
2017,december,Phoenix Suns,108,Minnesota Timberwolves,115
2017,december,Atlanta Hawks,110,Oklahoma City Thunder,108
2017,december,Los Angeles Lakers,113,Charlotte Hornets,117
2017,december,Utah Jazz,74,Golden State Warriors,104
2017,december,San Antonio Spurs,102,Houston Rockets,100
2017,december,Denver Nuggets,102,Los Angeles Clippers,119
2017,december,Boston Celtics,112,Memphis Grizzlies,109
2017,december,Orlando Magic,136,Miami Heat,130
2017,december,Cleveland Cavaliers,114,Milwaukee Bucks,108
2017,december,Indiana Pacers,111,New York Knicks,118
2017,december,New Orleans Pelicans,108,Philadelphia 76ers,93
2017,december,Portland Trail Blazers,121,Sacramento Kings,126
2017,december,Brooklyn Nets,104,Toronto Raptors,116
2017,december,Minnesota Timberwolves,92,Atlanta Hawks,84
2017,december,Washington Wizards,107,Chicago Bulls,97
2017,december,Milwaukee Bucks,102,Cleveland Cavaliers,113
2017,december,Memphis Grizzlies,98,Detroit Pistons,86
2017,december,Oklahoma City Thunder,121,New Orleans Pelicans,110
2017,december,Houston Rockets,125,Phoenix Suns,111
2017,december,Dallas Mavericks,96,Portland Trail Blazers,95
2017,december,Sacramento Kings,94,Utah Jazz,93
2017,december,Golden State Warriors,117,Brooklyn Nets,101
2017,december,Boston Celtics,109,Indiana Pacers,102
2017,december,San Antonio Spurs,101,Los Angeles Clippers,106
2017,december,Los Angeles Lakers,107,Miami Heat,115
2017,december,Orlando Magic,95,New York Knicks,106
2017,december,Oklahoma City Thunder,117,Boston Celtics,112
2017,december,Chicago Bulls,91,Charlotte Hornets,103
2017,december,Brooklyn Nets,99,Cleveland Cavaliers,119
2017,december,Atlanta Hawks,109,Denver Nuggets,108
2017,december,Golden State Warriors,119,Detroit Pistons,113
2017,december,Dallas Mavericks,90,Los Angeles Clippers,88
2017,december,Houston Rockets,109,Memphis Grizzlies,115
2017,december,Washington Wizards,96,Milwaukee Bucks,123
2017,december,Sacramento Kings,109,Minnesota Timberwolves,105
2017,december,Miami Heat,87,New Orleans Pelicans,91
2017,december,Los Angeles Lakers,90,Orlando Magic,109
2017,december,Philadelphia 76ers,116,Phoenix Suns,123
2017,december,San Antonio Spurs,110,Portland Trail Blazers,90
2017,december,Toronto Raptors,104,Utah Jazz,98
2017,december,Golden State Warriors,108,Cleveland Cavaliers,109
2017,december,Los Angeles Clippers,102,Los Angeles Lakers,111
2017,december,Boston Celtics,119,New York Knicks,114
2017,december,Minnesota Timberwolves,100,Oklahoma City Thunder,112
2017,december,Chicago Bulls,100,San Antonio Spurs,119
2017,december,Charlotte Hornets,118,Brooklyn Nets,120
2017,december,Indiana Pacers,85,Chicago Bulls,90
2017,december,Cleveland Cavaliers,90,Detroit Pistons,106
2017,december,Phoenix Suns,115,Houston Rockets,131
2017,december,Denver Nuggets,106,Los Angeles Clippers,102
2017,december,Atlanta Hawks,90,Minnesota Timberwolves,104
2017,december,Dallas Mavericks,104,New Orleans Pelicans,111
2017,december,Memphis Grizzlies,102,Orlando Magic,112
2017,december,Toronto Raptors,95,Portland Trail Blazers,91
2017,december,Philadelphia 76ers,100,Sacramento Kings,102
2017,december,Milwaukee Bucks,102,Washington Wizards,107
2017,december,Memphis Grizzlies,103,Boston Celtics,113
2017,december,Houston Rockets,123,Dallas Mavericks,107
2017,december,Utah Jazz,102,Los Angeles Lakers,100
2017,december,Oklahoma City Thunder,106,Miami Heat,94
2017,december,New York Knicks,98,Atlanta Hawks,102
2017,december,Brooklyn Nets,99,Chicago Bulls,101
2017,december,Minnesota Timberwolves,103,Denver Nuggets,105
2017,december,Milwaukee Bucks,119,Detroit Pistons,94
2017,december,Toronto Raptors,111,Golden State Warriors,121
2017,december,Los Angeles Clippers,98,New Orleans Pelicans,102
2017,december,Charlotte Hornets,120,Orlando Magic,101
2017,december,Sacramento Kings,89,Portland Trail Blazers,102
2017,december,Phoenix Suns,98,San Antonio Spurs,119
2017,december,Indiana Pacers,105,Washington Wizards,111
2017,december,Miami Heat,82,Charlotte Hornets,91
2017,december,Boston Celtics,118,Cleveland Cavaliers,124
2017,december,Dallas Mavericks,101,Los Angeles Lakers,89
2017,december,Oklahoma City Thunder,80,Memphis Grizzlies,114
2017,december,Toronto Raptors,91,Phoenix Suns,99
2017,december,Philadelphia 76ers,83,Utah Jazz,100
2017,december,Detroit Pistons,98,Atlanta Hawks,105
