,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Memphis Grizzlies vs Toronto Raptors,Memphis Grizzlies,Toronto Raptors,196.68302751836012,-5.667561774061143,96.0,102.0
Memphis Grizzlies vs Utah Jazz,Memphis Grizzlies,Utah Jazz,186.00586775510573,-4.582415367052794,91.0,96.0
Memphis Grizzlies vs Cleveland Cavaliers,Memphis Grizzlies,Cleveland Cavaliers,197.9846618891424,-7.771573997867494,95.0,103.0
Memphis Grizzlies vs Dallas Mavericks,Memphis Grizzlies,Dallas Mavericks,196.9021747224578,-2.4567734608170135,98.0,100.0
Memphis Grizzlies vs Los Angeles Clippers,Memphis Grizzlies,Los Angeles Clippers,200.60173759469416,-7.223343199141505,97.0,104.0
Memphis Grizzlies vs Minnesota Timberwolves,Memphis Grizzlies,Minnesota Timberwolves,200.29207812460783,1.8177036855717694,101.0,100.0
Memphis Grizzlies vs Orlando Magic,Memphis Grizzlies,Orlando Magic,195.6622260033319,1.6444530351655735,99.0,97.0
Memphis Grizzlies vs Chicago Bulls,Memphis Grizzlies,Chicago Bulls,194.8979741309027,-3.0472110295782695,97.0,100.0
Memphis Grizzlies vs Milwaukee Bucks,Memphis Grizzlies,Milwaukee Bucks,194.1080318468109,-1.2759789107098958,97.0,98.0
Memphis Grizzlies vs Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,195.11783530506847,-5.164129777685599,96.0,101.0
Memphis Grizzlies vs Detroit Pistons,Memphis Grizzlies,Detroit Pistons,194.18052409297235,-2.099832668812068,97.0,99.0
Memphis Grizzlies vs Golden State Warriors,Memphis Grizzlies,Golden State Warriors,207.15259992296313,-12.73111641069383,98.0,111.0
Memphis Grizzlies vs Houston Rockets,Memphis Grizzlies,Houston Rockets,206.11721355909282,-5.264127082003286,101.0,106.0
Memphis Grizzlies vs Oklahoma City Thunder,Memphis Grizzlies,Oklahoma City Thunder,202.8856982777225,-6.4409338276644,99.0,105.0
Memphis Grizzlies vs Philadelphia 76ers,Memphis Grizzlies,Philadelphia 76ers,195.081843942065,5.544009333420009,101.0,95.0
Memphis Grizzlies vs Washington Wizards,Memphis Grizzlies,Washington Wizards,198.82786536540362,-3.604084724515236,98.0,101.0
Memphis Grizzlies vs Brooklyn Nets,Memphis Grizzlies,Brooklyn Nets,199.62851801841413,3.153477139486196,102.0,99.0
Miami Heat vs Los Angeles Lakers,Miami Heat,Los Angeles Lakers,200.68133913730742,5.16579924910549,103.0,98.0
Miami Heat vs New Orleans Pelicans,Miami Heat,New Orleans Pelicans,198.0600262372098,-0.9200104175826809,99.0,100.0
Miami Heat vs San Antonio Spurs,Miami Heat,San Antonio Spurs,192.85403448398262,-10.82036121027282,91.0,102.0
Miami Heat vs Boston Celtics,Miami Heat,Boston Celtics,199.85799705594536,-4.348375549992877,98.0,103.0
Miami Heat vs Charlotte Hornets,Miami Heat,Charlotte Hornets,193.50775239175857,-2.5639838382583084,96.0,98.0
Miami Heat vs Denver Nuggets,Miami Heat,Denver Nuggets,204.24054548513465,-0.6388877130902175,102.0,103.0
Miami Heat vs Indiana Pacers,Miami Heat,Indiana Pacers,194.0674055070685,-3.156536994104402,96.0,99.0
Miami Heat vs Memphis Grizzlies,Miami Heat,Memphis Grizzlies,190.32107004599675,-2.8848684302452012,95.0,97.0
Miami Heat vs New York Knicks,Miami Heat,New York Knicks,194.2620562599763,2.526149630530361,99.0,96.0
Miami Heat vs Phoenix Suns,Miami Heat,Phoenix Suns,203.71063433576194,1.622061382551974,103.0,101.0
Miami Heat vs Portland Trail Blazers,Miami Heat,Portland Trail Blazers,201.5876579998084,-3.7533383687984703,99.0,103.0
Miami Heat vs Sacramento Kings,Miami Heat,Sacramento Kings,203.1812578816146,0.5474716660446717,103.0,102.0
Miami Heat vs Toronto Raptors,Miami Heat,Toronto Raptors,196.69372131743108,-5.711049033548319,96.0,101.0
Miami Heat vs Utah Jazz,Miami Heat,Utah Jazz,186.0165615541767,-4.62590262653997,91.0,96.0
Miami Heat vs Cleveland Cavaliers,Miami Heat,Cleveland Cavaliers,197.99535568821335,-7.815061257354671,95.0,103.0
Miami Heat vs Dallas Mavericks,Miami Heat,Dallas Mavericks,196.91286852152876,-2.5002607203041896,98.0,100.0
Miami Heat vs Los Angeles Clippers,Miami Heat,Los Angeles Clippers,200.61243139376512,-7.266830458628682,97.0,105.0
Miami Heat vs Minnesota Timberwolves,Miami Heat,Minnesota Timberwolves,200.3027719236788,1.774216426084593,101.0,100.0
Miami Heat vs Orlando Magic,Miami Heat,Orlando Magic,195.67291980240287,1.600965775678397,99.0,98.0
Miami Heat vs Chicago Bulls,Miami Heat,Chicago Bulls,194.90866792997366,-3.090698289065446,97.0,100.0
Miami Heat vs Milwaukee Bucks,Miami Heat,Milwaukee Bucks,194.11872564588185,-1.319466170197072,97.0,98.0
Miami Heat vs Atlanta Hawks,Miami Heat,Atlanta Hawks,195.12852910413943,-5.207617037172776,96.0,101.0
Miami Heat vs Detroit Pistons,Miami Heat,Detroit Pistons,194.1912178920433,-2.1433199282992446,96.0,99.0
Miami Heat vs Golden State Warriors,Miami Heat,Golden State Warriors,207.1632937220341,-12.774603670181005,98.0,111.0
Miami Heat vs Houston Rockets,Miami Heat,Houston Rockets,206.12790735816378,-5.307614341490463,101.0,106.0
Miami Heat vs Oklahoma City Thunder,Miami Heat,Oklahoma City Thunder,202.89639207679346,-6.484421087151577,99.0,105.0
Miami Heat vs Philadelphia 76ers,Miami Heat,Philadelphia 76ers,195.09253774113597,5.500522073932833,101.0,95.0
Miami Heat vs Washington Wizards,Miami Heat,Washington Wizards,198.8385591644746,-3.647571984002412,98.0,102.0
Miami Heat vs Brooklyn Nets,Miami Heat,Brooklyn Nets,199.6392118174851,3.1099898799990195,102.0,99.0
New York Knicks vs Los Angeles Lakers,New York Knicks,Los Angeles Lakers,204.611631552216,-0.20173155218289684,102.0,103.0
New York Knicks vs New Orleans Pelicans,New York Knicks,New Orleans Pelicans,201.99031865211845,-6.287541218871068,99.0,105.0
New York Knicks vs San Antonio Spurs,New York Knicks,San Antonio Spurs,196.78432689889115,-16.187892011561207,91.0,107.0
New York Knicks vs Boston Celtics,New York Knicks,Boston Celtics,203.78828947085395,-9.715906351281262,98.0,108.0
New York Knicks vs Charlotte Hornets,New York Knicks,Charlotte Hornets,197.43804480666716,-7.931514639546695,95.0,103.0
New York Knicks vs Denver Nuggets,New York Knicks,Denver Nuggets,208.17083790004318,-6.006418514378604,102.0,108.0
New York Knicks vs Indiana Pacers,New York Knicks,Indiana Pacers,197.99769792197708,-8.524067795392789,95.0,104.0
New York Knicks vs Memphis Grizzlies,New York Knicks,Memphis Grizzlies,194.25136246090534,-8.252399231533587,93.0,102.0
New York Knicks vs Miami Heat,New York Knicks,Miami Heat,194.2620562599763,-8.208911972046412,93.0,101.0
New York Knicks vs Phoenix Suns,New York Knicks,Phoenix Suns,207.64092675067053,-3.745469418736412,102.0,106.0
New York Knicks vs Portland Trail Blazers,New York Knicks,Portland Trail Blazers,205.51795041471706,-9.120869170086857,99.0,108.0
New York Knicks vs Sacramento Kings,New York Knicks,Sacramento Kings,207.1115502965232,-4.820059135243715,102.0,107.0
New York Knicks vs Toronto Raptors,New York Knicks,Toronto Raptors,200.62401373233962,-11.078579834836704,95.0,106.0
New York Knicks vs Utah Jazz,New York Knicks,Utah Jazz,189.94685396908534,-9.993433427828355,90.0,100.0
New York Knicks vs Cleveland Cavaliers,New York Knicks,Cleveland Cavaliers,201.92564810312194,-13.182592058643056,95.0,108.0
New York Knicks vs Dallas Mavericks,New York Knicks,Dallas Mavericks,200.84316093643736,-7.867791521592576,97.0,105.0
New York Knicks vs Los Angeles Clippers,New York Knicks,Los Angeles Clippers,204.54272380867377,-12.634361259917068,96.0,109.0
New York Knicks vs Minnesota Timberwolves,New York Knicks,Minnesota Timberwolves,204.23306433858733,-3.5933143752037933,101.0,104.0
New York Knicks vs Orlando Magic,New York Knicks,Orlando Magic,199.60321221731152,-3.766565025609989,99.0,103.0
New York Knicks vs Chicago Bulls,New York Knicks,Chicago Bulls,198.8389603448823,-8.458229090353832,96.0,104.0
New York Knicks vs Milwaukee Bucks,New York Knicks,Milwaukee Bucks,198.0490180607904,-6.686996971485458,96.0,103.0
New York Knicks vs Atlanta Hawks,New York Knicks,Atlanta Hawks,199.05882151904797,-10.575147838461161,95.0,105.0
New York Knicks vs Detroit Pistons,New York Knicks,Detroit Pistons,198.12151030695196,-7.510850729587631,96.0,103.0
New York Knicks vs Golden State Warriors,New York Knicks,Golden State Warriors,211.0935861369427,-18.142134471469394,97.0,115.0
New York Knicks vs Houston Rockets,New York Knicks,Houston Rockets,210.05819977307237,-10.675145142778849,100.0,111.0
New York Knicks vs Oklahoma City Thunder,New York Knicks,Oklahoma City Thunder,206.82668449170205,-11.851951888439963,98.0,110.0
New York Knicks vs Philadelphia 76ers,New York Knicks,Philadelphia 76ers,199.02283015604456,0.13299127264444666,100.0,100.0
New York Knicks vs Washington Wizards,New York Knicks,Washington Wizards,202.76885157938312,-9.015102785290798,97.0,106.0
New York Knicks vs Brooklyn Nets,New York Knicks,Brooklyn Nets,203.56950423239368,-2.2575409212893667,101.0,103.0
Phoenix Suns vs Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,214.06020962800164,0.7023566957954901,108.0,107.0
Phoenix Suns vs New Orleans Pelicans,Phoenix Suns,New Orleans Pelicans,211.43889672790402,-5.38345297089268,104.0,109.0
Phoenix Suns vs San Antonio Spurs,Phoenix Suns,San Antonio Spurs,206.23290497467684,-15.283803763582819,96.0,111.0
Phoenix Suns vs Boston Celtics,Phoenix Suns,Boston Celtics,213.2368675466396,-8.811818103302876,103.0,112.0
Phoenix Suns vs Charlotte Hornets,Phoenix Suns,Charlotte Hornets,206.8866228824528,-7.027426391568309,100.0,107.0
Phoenix Suns vs Denver Nuggets,Phoenix Suns,Denver Nuggets,217.61941597582887,-5.102330266400218,107.0,112.0
Phoenix Suns vs Indiana Pacers,Phoenix Suns,Indiana Pacers,207.4462759977627,-7.619979547414401,100.0,108.0
Phoenix Suns vs Memphis Grizzlies,Phoenix Suns,Memphis Grizzlies,203.69994053669097,-7.348310983555201,98.0,106.0
Phoenix Suns vs Miami Heat,Phoenix Suns,Miami Heat,203.71063433576194,-7.304823724068024,99.0,107.0
Phoenix Suns vs New York Knicks,Phoenix Suns,New York Knicks,207.64092675067053,-1.9372929227796383,103.0,105.0
Phoenix Suns vs Portland Trail Blazers,Phoenix Suns,Portland Trail Blazers,214.96652849050264,-8.21678092210847,104.0,112.0
Phoenix Suns vs Sacramento Kings,Phoenix Suns,Sacramento Kings,216.56012837230884,-3.915970887265328,106.0,110.0
Phoenix Suns vs Toronto Raptors,Phoenix Suns,Toronto Raptors,210.0725918081253,-10.174491586858318,100.0,111.0
Phoenix Suns vs Utah Jazz,Phoenix Suns,Utah Jazz,199.39543204487092,-9.08934517984997,95.0,104.0
Phoenix Suns vs Cleveland Cavaliers,Phoenix Suns,Cleveland Cavaliers,211.37422617890758,-12.278503810664668,100.0,112.0
Phoenix Suns vs Dallas Mavericks,Phoenix Suns,Dallas Mavericks,210.291739012223,-6.96370327361419,102.0,109.0
Phoenix Suns vs Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,213.99130188445935,-11.73027301193868,102.0,113.0
Phoenix Suns vs Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves,213.68164241437302,-2.6892261272254063,106.0,108.0
Phoenix Suns vs Orlando Magic,Phoenix Suns,Orlando Magic,209.0517902930971,-2.8624767776316022,104.0,107.0
Phoenix Suns vs Chicago Bulls,Phoenix Suns,Chicago Bulls,208.2875384206679,-7.554140842375446,101.0,109.0
Phoenix Suns vs Milwaukee Bucks,Phoenix Suns,Milwaukee Bucks,207.49759613657608,-5.782908723507072,101.0,107.0
Phoenix Suns vs Atlanta Hawks,Phoenix Suns,Atlanta Hawks,208.50739959483366,-9.671059590482775,100.0,110.0
Phoenix Suns vs Detroit Pistons,Phoenix Suns,Detroit Pistons,207.57008838273754,-6.606762481609244,101.0,107.0
Phoenix Suns vs Golden State Warriors,Phoenix Suns,Golden State Warriors,220.54216421272832,-17.238046223491004,102.0,119.0
Phoenix Suns vs Houston Rockets,Phoenix Suns,Houston Rockets,219.506777848858,-9.771056894800463,105.0,115.0
Phoenix Suns vs Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,216.2752625674877,-10.947863640461575,103.0,114.0
Phoenix Suns vs Philadelphia 76ers,Phoenix Suns,Philadelphia 76ers,208.4714082318302,1.0370795206228336,105.0,104.0
Phoenix Suns vs Washington Wizards,Phoenix Suns,Washington Wizards,212.21742965516881,-8.111014537312412,103.0,111.0
Phoenix Suns vs Brooklyn Nets,Phoenix Suns,Brooklyn Nets,213.01808230817932,-1.3534526733109797,106.0,107.0
Portland Trail Blazers vs Los Angeles Lakers,Portland Trail Blazers,Los Angeles Lakers,211.93723329204812,6.077756447145935,110.0,104.0
Portland Trail Blazers vs New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans,209.31592039195056,-0.008053219542235812,105.0,105.0
Portland Trail Blazers vs San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,204.10992863872332,-9.908404012232374,98.0,108.0
Portland Trail Blazers vs Boston Celtics,Portland Trail Blazers,Boston Celtics,211.11389121068606,-3.4364183519524314,104.0,108.0
Portland Trail Blazers vs Charlotte Hornets,Portland Trail Blazers,Charlotte Hornets,204.76364654649927,-1.6520266402178638,102.0,104.0
Portland Trail Blazers vs Denver Nuggets,Portland Trail Blazers,Denver Nuggets,215.49643963987535,0.2730694849502271,108.0,108.0
Portland Trail Blazers vs Indiana Pacers,Portland Trail Blazers,Indiana Pacers,205.32329966180924,-2.244579796063957,102.0,104.0
Portland Trail Blazers vs Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,201.57696420073745,-1.9729112322047564,100.0,102.0
Portland Trail Blazers vs Miami Heat,Portland Trail Blazers,Miami Heat,201.5876579998084,-1.9294239727175804,100.0,102.0
Portland Trail Blazers vs New York Knicks,Portland Trail Blazers,New York Knicks,205.51795041471706,3.4381068285708065,105.0,101.0
Portland Trail Blazers vs Phoenix Suns,Portland Trail Blazers,Phoenix Suns,214.96652849050264,2.5340185805924196,109.0,107.0
Portland Trail Blazers vs Sacramento Kings,Portland Trail Blazers,Sacramento Kings,214.43715203635537,1.4594288640851167,108.0,107.0
Portland Trail Blazers vs Toronto Raptors,Portland Trail Blazers,Toronto Raptors,207.94961547217179,-4.799091835507874,102.0,107.0
Portland Trail Blazers vs Utah Jazz,Portland Trail Blazers,Utah Jazz,197.27245570891745,-3.713945428499525,97.0,101.0
Portland Trail Blazers vs Cleveland Cavaliers,Portland Trail Blazers,Cleveland Cavaliers,209.2512498429541,-6.903104059314225,102.0,109.0
Portland Trail Blazers vs Dallas Mavericks,Portland Trail Blazers,Dallas Mavericks,208.16876267626952,-1.588303522263745,104.0,106.0
Portland Trail Blazers vs Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,211.86832554850588,-6.354873260588237,103.0,109.0
Portland Trail Blazers vs Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,211.5586660784195,2.6861736241250385,107.0,105.0
Portland Trail Blazers vs Orlando Magic,Portland Trail Blazers,Orlando Magic,206.92881395714363,2.5129229737188425,105.0,103.0
Portland Trail Blazers vs Chicago Bulls,Portland Trail Blazers,Chicago Bulls,206.16456208471442,-2.178741091025001,103.0,105.0
Portland Trail Blazers vs Milwaukee Bucks,Portland Trail Blazers,Milwaukee Bucks,205.37461980062255,-0.4075089721566272,103.0,103.0
Portland Trail Blazers vs Atlanta Hawks,Portland Trail Blazers,Atlanta Hawks,206.38442325888013,-4.29565983913233,102.0,106.0
Portland Trail Blazers vs Detroit Pistons,Portland Trail Blazers,Detroit Pistons,205.44711204678407,-1.2313627302587995,103.0,104.0
Portland Trail Blazers vs Golden State Warriors,Portland Trail Blazers,Golden State Warriors,218.41918787677486,-11.86264647214056,104.0,116.0
Portland Trail Blazers vs Houston Rockets,Portland Trail Blazers,Houston Rockets,217.38380151290454,-4.395657143450018,107.0,111.0
Portland Trail Blazers vs Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,214.15228623153422,-5.572463889111132,105.0,110.0
Portland Trail Blazers vs Philadelphia 76ers,Portland Trail Blazers,Philadelphia 76ers,206.34843189587667,6.412479271973279,107.0,100.0
Portland Trail Blazers vs Washington Wizards,Portland Trail Blazers,Washington Wizards,210.0944533192153,-2.735614785961967,104.0,107.0
Portland Trail Blazers vs Brooklyn Nets,Portland Trail Blazers,Brooklyn Nets,210.89510597222585,4.0219470780394655,108.0,104.0
Sacramento Kings vs Los Angeles Lakers,Sacramento Kings,Los Angeles Lakers,213.53083317385432,1.776946412302793,108.0,106.0
Sacramento Kings vs New Orleans Pelicans,Sacramento Kings,New Orleans Pelicans,210.90952027375675,-4.308863254385377,104.0,108.0
Sacramento Kings vs San Antonio Spurs,Sacramento Kings,San Antonio Spurs,205.70352852052946,-14.209214047075516,96.0,110.0
Sacramento Kings vs Boston Celtics,Sacramento Kings,Boston Celtics,212.70749109249226,-7.737228386795573,103.0,111.0
Sacramento Kings vs Charlotte Hornets,Sacramento Kings,Charlotte Hornets,206.35724642830547,-5.952836675061006,101.0,107.0
Sacramento Kings vs Denver Nuggets,Sacramento Kings,Denver Nuggets,217.0900395216815,-4.027740549892915,107.0,111.0
Sacramento Kings vs Indiana Pacers,Sacramento Kings,Indiana Pacers,206.9168995436154,-6.545389830907099,100.0,107.0
Sacramento Kings vs Memphis Grizzlies,Sacramento Kings,Memphis Grizzlies,203.17056408254365,-6.273721267047899,99.0,105.0
Sacramento Kings vs Miami Heat,Sacramento Kings,Miami Heat,203.1812578816146,-6.230234007560722,99.0,105.0
Sacramento Kings vs New York Knicks,Sacramento Kings,New York Knicks,207.1115502965232,-0.8627032062723354,103.0,104.0
Sacramento Kings vs Phoenix Suns,Sacramento Kings,Phoenix Suns,216.56012837230884,-1.7667914542507224,108.0,110.0
Sacramento Kings vs Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers,214.43715203635537,-7.142191205601167,105.0,112.0
Sacramento Kings vs Toronto Raptors,Sacramento Kings,Toronto Raptors,209.54321535397793,-9.099901870351015,101.0,110.0
Sacramento Kings vs Utah Jazz,Sacramento Kings,Utah Jazz,198.86605559072365,-8.014755463342667,96.0,104.0
Sacramento Kings vs Cleveland Cavaliers,Sacramento Kings,Cleveland Cavaliers,210.84484972476025,-11.203914094157367,100.0,112.0
Sacramento Kings vs Dallas Mavericks,Sacramento Kings,Dallas Mavericks,209.76236255807567,-5.889113557106887,102.0,108.0
Sacramento Kings vs Los Angeles Clippers,Sacramento Kings,Los Angeles Clippers,213.46192543031208,-10.655683295431379,102.0,113.0
Sacramento Kings vs Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves,213.15226596022563,-1.6146364107181035,106.0,108.0
Sacramento Kings vs Orlando Magic,Sacramento Kings,Orlando Magic,208.52241383894983,-1.7878870611242994,104.0,106.0
Sacramento Kings vs Chicago Bulls,Sacramento Kings,Chicago Bulls,207.75816196652062,-6.479551125868142,101.0,107.0
Sacramento Kings vs Milwaukee Bucks,Sacramento Kings,Milwaukee Bucks,206.9682196824287,-4.708319006999769,101.0,106.0
Sacramento Kings vs Atlanta Hawks,Sacramento Kings,Atlanta Hawks,207.97802314068628,-8.596469873975472,100.0,108.0
Sacramento Kings vs Detroit Pistons,Sacramento Kings,Detroit Pistons,207.04071192859027,-5.532172765101941,101.0,107.0
Sacramento Kings vs Golden State Warriors,Sacramento Kings,Golden State Warriors,220.012787758581,-16.163456506983703,102.0,118.0
Sacramento Kings vs Houston Rockets,Sacramento Kings,Houston Rockets,218.97740139471068,-8.69646717829316,106.0,114.0
Sacramento Kings vs Oklahoma City Thunder,Sacramento Kings,Oklahoma City Thunder,215.74588611334036,-9.873273923954274,103.0,113.0
Sacramento Kings vs Philadelphia 76ers,Sacramento Kings,Philadelphia 76ers,207.94203177768287,2.1116692371301364,106.0,103.0
Sacramento Kings vs Washington Wizards,Sacramento Kings,Washington Wizards,211.68805320102143,-7.0364248208051094,103.0,110.0
Sacramento Kings vs Brooklyn Nets,Sacramento Kings,Brooklyn Nets,212.488705854032,-0.2788629568036769,107.0,107.0
Toronto Raptors vs Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,207.0432966096708,8.035467111895784,108.0,100.0
Toronto Raptors vs New Orleans Pelicans,Toronto Raptors,New Orleans Pelicans,204.42198370957317,1.9496574452076127,104.0,102.0
Toronto Raptors vs San Antonio Spurs,Toronto Raptors,San Antonio Spurs,199.21599195634593,-7.950693347482526,96.0,104.0
Toronto Raptors vs Boston Celtics,Toronto Raptors,Boston Celtics,206.21995452830873,-1.4787076872025826,103.0,105.0
Toronto Raptors vs Charlotte Hornets,Toronto Raptors,Charlotte Hornets,199.86970986412194,0.3056840245319852,101.0,100.0
Toronto Raptors vs Denver Nuggets,Toronto Raptors,Denver Nuggets,210.60250295749796,2.230780149700076,107.0,105.0
Toronto Raptors vs Indiana Pacers,Toronto Raptors,Indiana Pacers,200.4293629794318,-0.2868691313141083,100.0,101.0
Toronto Raptors vs Memphis Grizzlies,Toronto Raptors,Memphis Grizzlies,196.68302751836012,-0.01520056745490761,99.0,99.0
Toronto Raptors vs Miami Heat,Toronto Raptors,Miami Heat,196.69372131743108,0.028286692032268412,99.0,99.0
Toronto Raptors vs New York Knicks,Toronto Raptors,New York Knicks,200.62401373233962,5.395817493320655,104.0,98.0
Toronto Raptors vs Phoenix Suns,Toronto Raptors,Phoenix Suns,210.0725918081253,4.491729245342269,108.0,103.0
Toronto Raptors vs Portland Trail Blazers,Toronto Raptors,Portland Trail Blazers,207.94961547217179,-0.8836705060081762,104.0,105.0
Toronto Raptors vs Sacramento Kings,Toronto Raptors,Sacramento Kings,209.54321535397793,3.4171395288349653,107.0,104.0
Toronto Raptors vs Utah Jazz,Toronto Raptors,Utah Jazz,192.37851902654006,-1.756234763749676,96.0,97.0
Toronto Raptors vs Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,204.35731316057667,-4.945393394564377,100.0,105.0
Toronto Raptors vs Dallas Mavericks,Toronto Raptors,Dallas Mavericks,203.27482599389208,0.36940714248610407,102.0,102.0
Toronto Raptors vs Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,206.9743888661285,-4.397162595838388,102.0,107.0
Toronto Raptors vs Minnesota Timberwolves,Toronto Raptors,Minnesota Timberwolves,206.6647293960421,4.643884288874887,106.0,102.0
Toronto Raptors vs Orlando Magic,Toronto Raptors,Orlando Magic,202.03487727476625,4.470633638468691,104.0,100.0
Toronto Raptors vs Chicago Bulls,Toronto Raptors,Chicago Bulls,201.27062540233703,-0.2210304262751519,101.0,102.0
Toronto Raptors vs Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,200.48068311824517,1.5502016925932218,102.0,100.0
Toronto Raptors vs Atlanta Hawks,Toronto Raptors,Atlanta Hawks,201.49048657650275,-2.337949174382482,100.0,102.0
Toronto Raptors vs Detroit Pistons,Toronto Raptors,Detroit Pistons,200.55317536440668,0.7263479344910495,101.0,101.0
Toronto Raptors vs Golden State Warriors,Toronto Raptors,Golden State Warriors,213.5252511943974,-9.90493580739071,102.0,112.0
Toronto Raptors vs Houston Rockets,Toronto Raptors,Houston Rockets,212.4898648305271,-2.437946478700169,105.0,108.0
Toronto Raptors vs Oklahoma City Thunder,Toronto Raptors,Oklahoma City Thunder,209.25834954915678,-3.614753224361283,103.0,107.0
Toronto Raptors vs Philadelphia 76ers,Toronto Raptors,Philadelphia 76ers,201.45449521349934,8.370189936723127,106.0,97.0
Toronto Raptors vs Washington Wizards,Toronto Raptors,Washington Wizards,205.2005166368379,-0.7779041212121185,103.0,103.0
Toronto Raptors vs Brooklyn Nets,Toronto Raptors,Brooklyn Nets,206.0011692898484,5.979657742789314,107.0,101.0
Utah Jazz vs Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,196.3661368464164,6.950320704887435,102.0,95.0
Utah Jazz vs New Orleans Pelicans,Utah Jazz,New Orleans Pelicans,193.74482394631883,0.864511038199264,98.0,97.0
Utah Jazz vs San Antonio Spurs,Utah Jazz,San Antonio Spurs,188.5388321930916,-9.035839754490874,90.0,99.0
Utah Jazz vs Boston Celtics,Utah Jazz,Boston Celtics,195.54279476505434,-2.5638540942109316,97.0,100.0
Utah Jazz vs Charlotte Hornets,Utah Jazz,Charlotte Hornets,189.19255010086755,-0.779462382476364,94.0,95.0
Utah Jazz vs Denver Nuggets,Utah Jazz,Denver Nuggets,199.92534319424362,1.145633742691727,101.0,100.0
Utah Jazz vs Indiana Pacers,Utah Jazz,Indiana Pacers,189.75220321617752,-1.3720155383224573,94.0,96.0
Utah Jazz vs Memphis Grizzlies,Utah Jazz,Memphis Grizzlies,186.00586775510573,-1.1003469744632568,93.0,94.0
Utah Jazz vs Miami Heat,Utah Jazz,Miami Heat,186.0165615541767,-1.0568597149760806,93.0,94.0
Utah Jazz vs New York Knicks,Utah Jazz,New York Knicks,189.94685396908534,4.310671086312306,97.0,93.0
Utah Jazz vs Phoenix Suns,Utah Jazz,Phoenix Suns,199.39543204487092,3.4065828383339194,102.0,99.0
Utah Jazz vs Portland Trail Blazers,Utah Jazz,Portland Trail Blazers,197.27245570891745,-1.9688169130165254,98.0,100.0
Utah Jazz vs Sacramento Kings,Utah Jazz,Sacramento Kings,198.86605559072365,2.3319931218266166,101.0,99.0
Utah Jazz vs Toronto Raptors,Utah Jazz,Toronto Raptors,192.37851902654006,-3.9265275777663744,95.0,99.0
Utah Jazz vs Cleveland Cavaliers,Utah Jazz,Cleveland Cavaliers,193.68015339732239,-6.030539801572726,94.0,100.0
Utah Jazz vs Dallas Mavericks,Utah Jazz,Dallas Mavericks,192.5976662306378,-0.7157392645222451,96.0,97.0
Utah Jazz vs Los Angeles Clippers,Utah Jazz,Los Angeles Clippers,196.29722910287416,-5.482309002846737,96.0,102.0
Utah Jazz vs Minnesota Timberwolves,Utah Jazz,Minnesota Timberwolves,195.98756963278777,3.5587378818665374,100.0,97.0
Utah Jazz vs Orlando Magic,Utah Jazz,Orlando Magic,191.3577175115119,3.3854872314603415,98.0,94.0
Utah Jazz vs Chicago Bulls,Utah Jazz,Chicago Bulls,190.5934656390827,-1.306176833283501,95.0,96.0
Utah Jazz vs Milwaukee Bucks,Utah Jazz,Milwaukee Bucks,189.80352335499083,0.46505528558487264,96.0,95.0
Utah Jazz vs Atlanta Hawks,Utah Jazz,Atlanta Hawks,190.8133268132484,-3.423095581390831,94.0,98.0
Utah Jazz vs Detroit Pistons,Utah Jazz,Detroit Pistons,189.87601560115235,-0.3587984725172997,95.0,95.0
Utah Jazz vs Golden State Warriors,Utah Jazz,Golden State Warriors,202.84809143114313,-10.99008221439906,97.0,108.0
Utah Jazz vs Houston Rockets,Utah Jazz,Houston Rockets,201.81270506727282,-3.523092885708518,99.0,103.0
Utah Jazz vs Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,198.5811897859025,-4.699899631369632,97.0,102.0
Utah Jazz vs Philadelphia 76ers,Utah Jazz,Philadelphia 76ers,190.77733545024495,7.285043529714779,100.0,92.0
Utah Jazz vs Washington Wizards,Utah Jazz,Washington Wizards,194.52335687358357,-1.8630505282204675,97.0,99.0
Utah Jazz vs Brooklyn Nets,Utah Jazz,Brooklyn Nets,195.32400952659412,4.894511335780965,101.0,96.0
Cleveland Cavaliers vs Los Angeles Lakers,Cleveland Cavaliers,Los Angeles Lakers,208.34493098045306,10.139479335702136,110.0,100.0
